순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
2570,밤의 여인 1%의 섹스,네즈미센 파이,,(주)영화사폴,(주)영화사폴,2013-12-26,개봉영화,장편,일본,1,246000,123,"246,000",123,드라마,청소년관람불가,일반영화
2571,여자친구,김대성,(주)영화사히트,,(주)영화사히트,2018-02-27,개봉영화,장편,한국,20,720000,123,"378,000",67,멜로/로맨스,청소년관람불가,일반영화
2572,이모의 유혹,김경택,스마일컨텐츠,,스마일컨텐츠,2018-03-02,개봉영화,장편,한국,18,718000,123,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2573,젊은 장모,"김경훈,김경훈",스마일컨텐츠,,스마일컨텐츠,2018-02-02,개봉영화,장편,한국,19,721000,123,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2574,정사-두자매,박주영,스마일컨텐츠,,스마일컨텐츠,2017-09-21,개봉영화,장편,한국,15,721000,123,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2575,착한 엄마,이리단,(주)영화사 사계절,,(주)영화사 사계절,2017-10-26,개봉영화,장편,한국,20,728000,123,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2576,엄마의 맛,박주영,스마일컨텐츠,,스마일컨텐츠,2017-11-16,개봉영화,장편,한국,15,715000,122,"374,000",65,멜로/로맨스,청소년관람불가,일반영화
2577,옆집누나들,김경택,스마일컨텐츠,,스마일컨텐츠,2018-06-21,개봉영화,장편,한국,20,713000,122,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2578,오피스텔-잘하는애들로,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-06-07,개봉영화,장편,한국,20,663000,122,"395,000",78,멜로/로맨스,청소년관람불가,일반영화
2579,자매의교환섹스,장두만,에이원 미디어,,에이원 미디어,2018-12-04,개봉영화,장편,한국,1,668000,122,"395,000",78,멜로/로맨스,청소년관람불가,일반영화
2580,가슴큰누나들,김경택,스마일컨텐츠,,스마일컨텐츠,2018-06-12,개봉영화,장편,한국,19,708000,121,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2581,처제의 유혹,박선욱,스마일컨텐츠,,스마일컨텐츠,2017-05-23,개봉영화,장편,한국,20,624000,121,"321,000",63,멜로/로맨스,청소년관람불가,일반영화
2582,감금의 시간 2 무삭제,김대성,(주)영화사히트,,(주)영화사히트,2018-01-17,개봉영화,장편,한국,20,701000,120,"371,000",66,코미디,청소년관람불가,일반영화
2583,내 아내의 언니 2,"김부곤,김부곤",(주)영화사가을,,(주)영화사가을,2018-01-11,개봉영화,장편,한국,20,714000,120,"378,000",67,멜로/로맨스,청소년관람불가,일반영화
2584,두처제2,박주영,스마일컨텐츠,,스마일컨텐츠,2017-12-15,개봉영화,장편,한국,19,699000,120,"378,000",67,멜로/로맨스,청소년관람불가,일반영화
2585,마흔네살의 숫총각,이마오카 신지,,(주)나우콘텐츠,(주)나우콘텐츠,2012-09-27,개봉영화,장편,일본,1,600000,120,"600,000",120,성인물(에로),청소년관람불가,일반영화
2586,맛있는 섹스 그리고 환상의 여인,타지리 유지,,(주)영화사폴,(주)영화사폴,2013-12-19,개봉영화,장편,일본,1,240000,120,"240,000",120,드라마,청소년관람불가,일반영화
2587,매니저,백마,유로 프로덕션,,유로 프로덕션,2018-04-10,개봉영화,장편,한국,20,699000,120,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2588,미투 숨겨진 진실,마현진,(주)에스와이미디어,,(주)에스와이미디어,2018-06-29,개봉영화,장편,한국,20,703000,120,"369,000",65,기타,청소년관람불가,일반영화
2589,수상한 종업원,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2017-10-23,개봉영화,장편,한국,20,702000,120,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2590,신입사원,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2017-12-12,개봉영화,장편,한국,20,704000,120,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2591,장모학개론,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-05-22,개봉영화,장편,한국,18,702000,120,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2592,조루란 시시하다,요시다 코우다,,(주)나우콘텐츠,(주)나우콘텐츠,2012-09-26,개봉영화,장편,일본,1,600000,120,"600,000",120,성인물(에로),청소년관람불가,일반영화
2593,표적이 된 학원,나카무라 료스케,,(주)콘텐츠게이트,(주)미디어데이,2013-12-05,개봉영화,장편,일본,1,600000,120,"600,000",120,애니메이션,전체관람가,일반영화
2594,맛있는 세자매,장두만,(주)케이피에이기획,,(주)케이피에이기획,2018-10-04,개봉영화,장편,한국,1,693000,119,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2595,여대생들의은밀한아르바이트,천성준,에이원 미디어,,에이원 미디어,2019-05-07,개봉영화,장편,한국,20,657000,119,"389,000",75,멜로/로맨스,청소년관람불가,일반영화
2596,옆집소녀2,성기만,스마일컨텐츠,,스마일컨텐츠,2018-10-25,개봉영화,장편,한국,17,694000,119,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2597,착한 여동생,김다니엘,스마일컨텐츠,,스마일컨텐츠,2018-09-21,개봉영화,장편,한국,20,694000,119,"376,000",66,멜로/로맨스,청소년관람불가,일반영화
2598,히든 스나이퍼,아네트 K. 올레슨,,(주)버킷스튜디오,(주)버킷스튜디오,2015-03-26,개봉영화,장편,덴마크,1,1006000,118,0,0,범죄,15세이상관람가,일반영화
2599,관능소설 -포르노그라피아 무삭제판,카네다 사토시,,(주)케이알씨지,(주)케이알씨지,2015-02-12,개봉영화,장편,일본,5,593000,117,"309,000",61,멜로/로맨스,청소년관람불가,일반영화
2600,동갑내기 엄마,성기만,스마일컨텐츠,,스마일컨텐츠,2018-11-22,개봉영화,장편,한국,19,658000,117,"385,000",73,멜로/로맨스,청소년관람불가,일반영화
2601,살인게임 무삭제판,에즈라 타카아키,,스크린조이,스크린조이,2015-02-12,개봉영화,장편,일본,5,593000,117,"309,000",61,공포(호러),청소년관람불가,일반영화
2602,옆집소녀,박선욱,스마일컨텐츠,,스마일컨텐츠,2017-03-21,개봉영화,장편,한국,17,599000,117,"314,000",62,멜로/로맨스,청소년관람불가,일반영화
2603,탄트라 섹스 무삭제판,카네다 사토시,,조이앤키노,조이앤키노,2015-02-12,개봉영화,장편,일본,5,593000,117,"309,000",61,멜로/로맨스,청소년관람불가,일반영화
2604,사슬 - 두 여자의 유혹,박선욱,스마일컨텐츠,,스마일컨텐츠,2017-04-11,개봉영화,장편,한국,20,599000,116,"314,000",62,스릴러,청소년관람불가,일반영화
2605,여배우와 동거,이슬,(주)케이피에이기획,,(주)케이피에이기획,2017-04-10,개봉영화,장편,한국,20,596000,116,"316,000",63,멜로/로맨스,청소년관람불가,일반영화
2606,일급 살인,스테판 펄드버킨,,(주)버킷스튜디오,(주)버킷스튜디오,2015-06-25,개봉영화,장편,노르웨이,1,1006000,116,0,0,범죄,청소년관람불가,일반영화
2607,장모의유혹,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-02-22,개봉영화,장편,한국,20,764000,116,"431,000",69,멜로/로맨스,청소년관람불가,일반영화
2608,정사 : 착한 숙모,김부곤,(주)영화사가을,,(주)영화사가을,2018-09-21,개봉영화,장편,한국,20,557000,115,"161,000",51,멜로/로맨스,청소년관람불가,일반영화
2609,방과 후 미드나이터즈,타케키요 히토시,,(주)미로비젼,"㈜T-JOY,(주)미로비젼",2012-11-08,개봉영화,장편,일본,4,716000,114,"426,000",69,애니메이션,12세이상관람가,일반영화
2610,쌍둥이 에로 킬러 - 자매의 유혹,이한,(주)이십일세기미디어,,(주)픽쳐레스크,2016-11-04,개봉영화,장편,한국,20,640000,114,"268,000",53,멜로/로맨스,청소년관람불가,일반영화
2611,더 메리: 잃어버린 영혼,제니퍼 B. 화이트,,(주)버킷스튜디오,(주)버킷스튜디오,2016-04-25,개봉영화,장편,미국,1,917000,113,0,0,공포(호러),12세이상관람가,일반영화
2612,세이지: 육지의 물고기,이세야 유스케,,(주)영화사 조제,(주)영화사 조제,2012-03-29,개봉영화,장편,일본,1,871000,113,"871,000",113,드라마,청소년관람불가,일반영화
2613,엑소시즈머스,마누엘 카르발로,,주식회사 루믹스미디어,주식회사 루믹스미디어,2012-07-19,개봉영화,장편,스페인,0,1005000,113,"963,000",107,공포(호러),청소년관람불가,일반영화
2614,자매의은밀한스와핑-무삭제,정민용,스마일컨텐츠,,스마일컨텐츠,2019-02-15,개봉영화,장편,한국,20,650000,113,"377,000",69,멜로/로맨스,청소년관람불가,일반영화
2615,배틀독,알렉산더 예렌,,스크린조이,스크린조이,2015-05-07,개봉영화,장편,미국,5,580000,111,"525,000",105,공포(호러),청소년관람불가,일반영화
2616,동생의 여자-무삭제,장두만,(주)케이피에이기획,,(주)케이피에이기획,2019-03-22,개봉영화,장편,한국,1,644000,110,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2617,로미오와 줄리엣,데이빗 리보스,,(주) 인스터 글로벌,(주) 인스터 글로벌,2014-10-23,개봉영화,장편,미국,7,1505000,110,"1,260,000",93,공연,전체관람가,일반영화
2618,맛있는 누나들,강백호,스마일컨텐츠,,스마일컨텐츠,2018-12-19,개봉영화,장편,한국,20,644000,110,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2619,아빠친구2,감자,스마일컨텐츠,,스마일컨텐츠,2018-11-15,개봉영화,장편,한국,20,644000,110,"364,000",65,멜로/로맨스,청소년관람불가,일반영화
2620,엄마학개론,차지민,스마일컨텐츠,,스마일컨텐츠,2019-04-19,개봉영화,장편,한국,20,644000,110,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2621,이모의유혹2,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-07-05,개봉영화,장편,한국,20,639000,110,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
2622,슬픈남자,방현준,비에이치제이 시네마,,비에이치제이 시네마,2015-12-10,개봉영화,장편,한국,1,749000,109,0,0,액션,청소년관람불가,일반영화
2623,순진한 유학생,마에노 토모야,,(주)나우콘텐츠,(주)씨맥스커뮤니케이션즈,2012-11-29,개봉영화,장편,일본,1,864000,108,"864,000",108,코미디,청소년관람불가,일반영화
2624,우주전쟁2:넥스트웨이브,토마스 하우엘,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-10-18,개봉영화,장편,미국,0,540000,108,"540,000",108,스릴러,12세이상관람가,일반영화
2625,캣 런,존 스톡웰,,주식회사 루믹스미디어,주식회사 루믹스미디어,2012-07-12,개봉영화,장편,미국,0,963000,107,"963,000",107,액션,청소년관람불가,일반영화
2626,맛있는불륜-택시,이숭환,(주)케이알씨지,,(주)케이알씨지,2012-10-25,개봉영화,장편,한국,1,515000,103,"515,000",103,멜로/로맨스,청소년관람불가,일반영화
2627,불륜의 맛,타지리 유지,,(주)영화사폴,(주)영화사폴,2013-11-21,개봉영화,장편,일본,1,206000,103,"206,000",103,멜로/로맨스,청소년관람불가,일반영화
2628,엄마친구들 2,임현태,(주)영화사가을,,(주)영화사가을,2018-09-13,개봉영화,장편,한국,20,531000,102,"135,000",38,멜로/로맨스,청소년관람불가,일반영화
2629,그림리퍼,마이클 페이퍼,,(주)케이알씨지,(주)케이알씨지,2013-05-23,개봉영화,장편,미국,1,1500000,100,0,0,공포(호러),청소년관람불가,일반영화
2630,"글렌, 플라잉 로봇",마크 골드스타인,,(주)나우콘텐츠,(주)나우콘텐츠,2013-04-18,개봉영화,장편,미국,1,500000,100,"500,000",100,SF,15세이상관람가,일반영화
2631,"기브 앰 헬, 말론",러셀 멀케이,,(주)나우콘텐츠,노바엔터테인먼트,2013-05-16,개봉영화,장편,미국,1,500000,100,"500,000",100,액션,청소년관람불가,일반영화
2632,나락,히로타 미키오,,㈜크래커픽쳐스,㈜크래커픽쳐스,2012-12-20,개봉영화,장편,일본,1,500000,100,"500,000",100,범죄,청소년관람불가,일반영화
2633,네가 원한다면,아케로 마나스,,(주)나우콘텐츠,(주)나우콘텐츠,2013-07-18,개봉영화,장편,스페인,1,500000,100,"500,000",100,드라마,12세이상관람가,일반영화
2634,노마드 더 비기닝,토머스 딕슨,,(주)스넵쏘울,(주)스넵쏘울,2013-06-19,개봉영화,장편,미국,1,500000,100,"500,000",100,액션,15세이상관람가,일반영화
2635,더 클로스,저스틴 프라이스,,(주)나우콘텐츠,(주)나우콘텐츠,2013-09-26,개봉영화,장편,미국,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2636,더 해머,오렌 캐플란,,(주)스넵쏘울,(주)스넵쏘울,2013-03-21,개봉영화,장편,미국,1,500000,100,"500,000",100,드라마,12세이상관람가,일반영화
2637,데스워리어,빌 코코란,,(주)스넵쏘울,(주)스넵쏘울,2013-03-07,개봉영화,장편,캐나다,1,500000,100,"500,000",100,액션,청소년관람불가,일반영화
2638,도니도니 삼형제와 아기늑대 침투작전,하워드 베이커,,(주)미디어캐슬,예지림엔터테인먼트,2012-07-19,개봉영화,장편,미국,2,537000,100,0,0,애니메이션,전체관람가,일반영화
2639,도둑,벤자민 하인스버그,,(주)무브먼트 픽쳐스,(주)무브먼트 픽쳐스,2014-05-01,개봉영화,장편,독일,1,200000,100,"200,000",100,스릴러,15세이상관람가,일반영화
2640,도터,조나단 M. 레빈,,(주)스넵쏘울,(주)스넵쏘울,2013-07-17,개봉영화,장편,미국,1,500000,100,"500,000",100,액션,청소년관람불가,일반영화
2641,드레곤 레전드,마크 앳킨스,,(주)케이알씨지,(주)케이알씨지,2012-11-15,개봉영화,장편,미국,1,500000,100,"500,000",100,SF,15세이상관람가,일반영화
2642,럭키,애비 루트라,,(주)나우콘텐츠,(주)나우콘텐츠,2013-06-19,개봉영화,장편,남아프리카공화국,1,500000,100,"500,000",100,가족,15세이상관람가,일반영화
2643,마이 프리티 걸,제프 카플란,,(주)나우콘텐츠,(주)나우콘텐츠,2013-08-22,개봉영화,장편,미국,1,500000,100,"500,000",100,코미디,청소년관람불가,일반영화
2644,맛있는 섹스의 기술,타지리 유지,,(주)영화사폴,(주)영화사폴,2014-02-20,개봉영화,장편,일본,1,200000,100,"200,000",100,드라마,청소년관람불가,일반영화
2645,몬스터즈,나카타 히데오,,오퍼스픽쳐스(유),오퍼스픽쳐스(유),2014-12-16,개봉영화,장편,일본,1,500000,100,"500,000",100,드라마,15세이상관람가,일반영화
2646,베니스 언더그라운드,에릭 델라바레,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-12-20,개봉영화,장편,미국,2,650000,100,0,0,액션,청소년관람불가,일반영화
2647,벤젠스,알폰소 로드리게즈,,(주)나우콘텐츠,(주)나우콘텐츠,2013-08-22,개봉영화,장편,미국,1,500000,100,"500,000",100,범죄,청소년관람불가,일반영화
2648,불량경찰4: 부정부패소탕작전,산티아고 세구라,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-03-06,개봉영화,장편,스페인,1,200000,100,"200,000",100,액션,청소년관람불가,일반영화
2649,빅뱅,토니 크란츠,,(주)케이알씨지,(주)케이알씨지,2012-06-28,개봉영화,장편,미국,1,400000,100,"400,000",100,미스터리,청소년관람불가,일반영화
2650,세크레이드,호세 잠브라노 카셀라,,(주)스넵쏘울,(주)스넵쏘울,2013-01-17,개봉영화,장편,미국,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2651,셋 업,마이크 건서,,(주)케이알씨지,(주)케이알씨지,2012-05-30,개봉영화,장편,미국,1,400000,100,"400,000",100,액션,청소년관람불가,일반영화
2652,스큐,세베 쉘레쯔,,(주)나우콘텐츠,(주)나우콘텐츠,2013-03-28,개봉영화,장편,캐나다,1,500000,100,"500,000",100,스릴러,청소년관람불가,일반영화
2653,스트리퍼 VS 늑대인간,조나단 글렌드닝,,(주)스넵쏘울,(주)스넵쏘울,2013-06-12,개봉영화,장편,영국,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2654,심플 리벤지,브라이언 에이브릴,,(주)케이알씨지,(주)케이알씨지,2012-11-15,개봉영화,장편,미국,1,500000,100,"500,000",100,액션,청소년관람불가,일반영화
2655,써커,마이클 매너세리,,(주)스넵쏘울,(주)스넵쏘울,2013-11-07,개봉영화,장편,미국,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2656,악동 프레디 길들이기,피터 도드,,예지림엔터테인먼트,예지림엔터테인먼트,2012-11-29,개봉영화,장편,덴마크,2,300000,100,0,0,애니메이션,전체관람가,일반영화
2657,암스테르담 헤비,마이클 라이트,,(주)스넵쏘울,(주)스넵쏘울,2013-02-14,개봉영화,장편,미국,1,500000,100,"500,000",100,액션,청소년관람불가,일반영화
2658,여의사: 욕망의 진료실,오오타 케이스케,,(주)영화사폴,(주)영화사폴,2014-03-13,개봉영화,장편,일본,1,200000,100,"200,000",100,성인물(에로),청소년관람불가,일반영화
2659,유니온 스퀘어,낸시 사보카,,(주)나우콘텐츠,(주)나우콘텐츠,2013-06-19,개봉영화,장편,미국,1,500000,100,"500,000",100,드라마,15세이상관람가,일반영화
2660,전쟁 주식회사,조슈아 세프텔,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-03-29,개봉영화,장편,미국,1,400000,100,"400,000",100,범죄,청소년관람불가,일반영화
2661,지알로,다리오 아르젠토,,(주)케이알씨지,(주)케이알씨지,2012-06-14,개봉영화,장편,미국,1,400000,100,"400,000",100,드라마,청소년관람불가,일반영화
2662,킬 좀비,마르틴 스미스,,(주)나우콘텐츠,(주)나우콘텐츠,2013-12-02,개봉영화,장편,영국,1,500000,100,"500,000",100,코미디,청소년관람불가,일반영화
2663,테라노바,알렉산드르 멜닉,,(주)나우콘텐츠,(주)나우콘텐츠,2013-03-21,개봉영화,장편,러시아,1,500000,100,"500,000",100,액션,청소년관람불가,일반영화
2664,토처드,로버트 리버맨,,(주)스넵쏘울,(주)스넵쏘울,2012-12-05,개봉영화,장편,미국,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2665,프라이버시,요르그 일레,,(주)나우콘텐츠,(주)나우콘텐츠,2013-06-13,개봉영화,장편,미국,1,500000,100,"500,000",100,스릴러,15세이상관람가,일반영화
2666,프롬 더 다크,코너 맥마혼,,유니콘미디어(주),오퍼스픽쳐스(유),2015-07-07,개봉영화,장편,아일랜드,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2667,하이크,루퍼트 브라이언,,(주)스넵쏘울,(주)스넵쏘울,2012-11-15,개봉영화,장편,미국,1,500000,100,"500,000",100,공포(호러),청소년관람불가,일반영화
2668,유신의 미학,김노경,마그넷 엔터테인먼터,,마그넷 엔터테인먼터,2015-12-16,개봉영화,장편,한국,1,739000,93,"739,000",93,드라마,15세이상관람가,일반영화
2669,나츠,조우 사다오,,(주)수키픽쳐스,(주)수키픽쳐스,2013-06-06,개봉영화,장편,일본,1,460000,92,"460,000",92,성인물(에로),청소년관람불가,일반영화
2670,이불,김한준,(주)대양미디어,,(주)대양미디어,2014-12-30,개봉영화,장편,한국,1,736000,92,"736,000",92,코미디,청소년관람불가,일반영화
2671,쾌락지구 2,전국위,,씨네그루(주)다우기술,씨네그루(주)다우기술,2013-09-05,개봉영화,장편,홍콩,1,460000,92,"460,000",92,드라마,청소년관람불가,일반영화
2672,흑역사,조조 히데오,,(주)수키픽쳐스,(주)수키픽쳐스,2013-05-30,개봉영화,장편,일본,1,460000,92,"460,000",92,성인물(에로),청소년관람불가,일반영화
2673,룸싸롱 맛있는 서비스,조태호,(주)영화사가을,,(주)영화사가을,2018-08-09,개봉영화,장편,한국,20,515000,91,"111,000",26,멜로/로맨스,청소년관람불가,일반영화
2674,착한 자매들,김부곤,(주)영화사가을,,(주)영화사가을,2018-10-12,개봉영화,장편,한국,20,509000,91,"113,000",27,멜로/로맨스,청소년관람불가,일반영화
2675,크로스 라인,R. 엘리스 프레이저,,스크린조이,스크린조이,2013-04-05,개봉영화,장편,미국,1,1350000,90,0,0,액션,15세이상관람가,일반영화
2676,여친 언니,조태호,(주)영화사가을,,(주)영화사가을,2018-10-04,개봉영화,장편,한국,20,495000,84,"99,000",20,멜로/로맨스,청소년관람불가,일반영화
2677,악령의 땅,안소니 J. 리케르트-엡스타인,,(주)버킷스튜디오,(주)버킷스튜디오,2015-10-29,개봉영화,장편,미국,1,722000,83,0,0,공포(호러),청소년관람불가,일반영화
2678,톰보이 리벤저,월터 힐,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2017-11-23,개봉영화,장편,미국,5,640000,82,"465,000",57,액션,청소년관람불가,일반영화
2679,노래방 : 화끈한 여자들,조태호,(주)영화사가을,,(주)영화사가을,2018-11-09,개봉영화,장편,한국,20,578000,81,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
2680,탐정사무소-평강공주와 바보온달 무삭제판,이동현,(주)매니아22,,(주)나우콘텐츠,2016-06-15,개봉영화,장편,한국,1,648000,81,"648,000",81,스릴러,청소년관람불가,일반영화
2681,탐하다: 욕망의 섬,김진성,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2017-05-01,개봉영화,장편,한국,20,450000,81,"124,000",22,스릴러,청소년관람불가,일반영화
2682,개인교수 : 성적 올리기,유해종,(주)영화사가을,,(주)영화사가을,2018-10-25,개봉영화,장편,한국,20,486000,80,"84,000",15,멜로/로맨스,청소년관람불가,일반영화
2683,메인 스트리트,존 도일,,(주)케이알씨지,(주)케이알씨지,2013-03-28,개봉영화,장편,미국,1,1200000,80,0,0,드라마,12세이상관람가,일반영화
2684,세븐 빌로우,케빈 카러웨이,,(주)케이알씨지,(주)케이알씨지,2013-03-28,개봉영화,장편,미국,1,1200000,80,0,0,스릴러,청소년관람불가,일반영화
2685,귀신과 함께 춤을,백감독,(주)인피니티엔터테인먼트,,(주)인피니티엔터테인먼트,2018-11-30,개봉영화,장편,한국,1,158000,79,"158,000",79,멜로/로맨스,청소년관람불가,일반영화
2686,걸스 곤 데드,"마이클 호프만 Jr.,아론 T. 웰즈",,(주)노이에스,(주)노이에스,2012-12-17,개봉영화,장편,미국,1,492800,77,"492,800",77,스릴러,청소년관람불가,일반영화
2687,블라인드맨,자비에 팔뤼,,(주)노이에스,(주)노이에스,2012-09-24,개봉영화,장편,프랑스,1,492800,77,"492,800",77,액션,청소년관람불가,일반영화
2688,아이언걸,나가미네 마사토시,,(주)노이에스,(주)노이에스,2013-01-28,개봉영화,장편,일본,1,492800,77,"492,800",77,액션,청소년관람불가,일반영화
2689,엄마친구 5,명석환,(주)영화사 사계절,,(주)영화사 사계절,2018-08-24,개봉영화,장편,한국,20,625000,77,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2690,욕정의 맛,반원량,,(주)미디어캐슬,(주)미디어캐슬,2012-09-20,개봉영화,장편,홍콩,1,492800,77,"492,800",77,멜로/로맨스,청소년관람불가,일반영화
2691,좀비108,전인호,,(주)노이에스,(주)노이에스,2012-07-04,개봉영화,장편,대만,1,492800,77,"492,800",77,공포(호러),청소년관람불가,일반영화
2692,착한 엄마 2,곽영근,"(주)영화사 사계절,대호필름",,(주)영화사 사계절,2018-10-19,개봉영화,장편,한국,20,481000,77,"85,000",13,멜로/로맨스,청소년관람불가,일반영화
2693,쾌락지구,전국위,,(주)미디어캐슬,(주)미디어캐슬,2012-09-17,개봉영화,장편,홍콩,1,492800,77,"492,800",77,멜로/로맨스,청소년관람불가,일반영화
2694,핏불테리아,고명안,스턴트코리아,,스턴트코리아,2012-10-23,개봉영화,장편,한국,1,492800,77,"492,800",77,액션,청소년관람불가,일반영화
2695,나는 사랑과 시간과 죽음을 만났다,데이빗 프랭클,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-03-05,개봉영화,장편,미국,1,380000,76,"380,000",76,드라마,12세이상관람가,일반영화
2696,데이즈 오브 다크니스,제이크 케네디,,(주)케이알씨지,(주)케이알씨지,2012-07-12,개봉영화,장편,미국,0,407000,76,"407,000",76,공포(호러),청소년관람불가,일반영화
2697,"불륜, 와이프의 여동생",타지리 유지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-23,개봉영화,장편,일본,1,357050,76,"357,050",76,멜로/로맨스,청소년관람불가,일반영화
2698,나오미의 아찔한 정사,쿄우야 타다시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-08-09,개봉영화,장편,일본,1,400000,75,"400,000",75,멜로/로맨스,청소년관람불가,일반영화
2699,맛있는 스캔들,이세일,(주)케이알씨지,,(주)케이알씨지,2012-11-02,개봉영화,장편,한국,1,400000,75,"400,000",75,멜로/로맨스,청소년관람불가,일반영화
2700,몬스터,에릭 이스튼버그,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-05-03,개봉영화,장편,미국,1,350050,75,"350,050",75,액션,12세이상관람가,일반영화
2701,섹스 콜렉터 2,에노모토 토시로,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-14,개봉영화,장편,일본,1,350050,75,"350,050",75,멜로/로맨스,청소년관람불가,일반영화
2702,스팟걸-교수와 여제자,신혜성,비즈니스네크워크,,(유)조이앤컨텐츠그룹,2012-08-02,개봉영화,장편,한국,1,400000,75,"400,000",75,드라마,청소년관람불가,일반영화
2703,"실종, 어느날납치된소녀",조조 히데오 / 죠죠 히데오,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-16,개봉영화,장편,일본,1,350050,75,"350,050",75,범죄,청소년관람불가,일반영화
2704,"실종, 완벽한 사육",후지와라 켄이치,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-17,개봉영화,장편,일본,1,350050,75,"350,050",75,멜로/로맨스,청소년관람불가,일반영화
2705,아사코의 이룰 수 없는 사랑,타지리 유지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-08-16,개봉영화,장편,일본,1,400000,75,"400,000",75,성인물(에로),청소년관람불가,일반영화
2706,에로티봇,토모마치 나오유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-05-17,개봉영화,장편,일본,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2707,에로틱 사이렌,오카모토 후토시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-20,개봉영화,장편,일본,1,350050,75,"350,050",75,멜로/로맨스,청소년관람불가,일반영화
2708,여비서,히로타 미키오,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-05-24,개봉영화,장편,일본,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2709,여인의 숨결,이세일,(주)케이알씨지,,(주)케이알씨지,2012-08-10,개봉영화,장편,한국,1,400000,75,"400,000",75,드라마,청소년관람불가,일반영화
2710,오피스 걸의 불륜,타지리 유지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-05-04,개봉영화,장편,일본,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2711,음란한 게이샤의 정사,아라키 겐지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-21,개봉영화,장편,일본,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2712,음란한 여간호사,코우야 타다시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-06-28,개봉영화,장편,일본,1,400000,75,"400,000",75,성인물(에로),청소년관람불가,일반영화
2713,음란한 여교사의 알바,코우야 타다시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-06-15,개봉영화,장편,일본,1,400000,75,"400,000",75,멜로/로맨스,청소년관람불가,일반영화
